144,-40.421,27.881
145,196.181,229.919
146,188.000,203.284
147,115.641,236.333
148,108.092,124.908
149,56.509,109.128
150,28.000,50.022
151,225.162,244.626
152,170.467,197.689
153,143.000,154.506
154,12.552,115.273
155,4.867,49.449
156,240.000,285.260
157,148.405,185.695
158,117.679,134.894
159,59.587,64.414
160,0.000,11.770
161,148.569,293.400
162,121.057,181.806
163,55.000,89.712
164,222.345,254.629
165,163.179,180.964
166,92.000,114.756
167,-1.340,24.481
168,174.933,201.253
169,111.000,150.010
170,26.234,37.974
171,183.327,213.382
172,112.000,125.653
173,7.198,30.314
174,175.071,205.860
175,95.000,109.124
176,-28.444,4.655
177,128.280,194.646
178,60.000,91.030
179,206.873,222.877
180,97.190,121.624
181,7.000,203.216
182,133.075,164.127
183,41.047,78.220
184,188.675,222.720
185,74.215,103.381
186,220.000,245.924
187,85.140,139.571
188,232.686,255.802
189,119.000,138.321
190,247.697,308.889
191,124.694,142.059
192,0.000,24.527
193,38.724,200.143
194,252.000,264.337
195,105.036,135.203
196,233.436,260.984
197,103.000,123.277
198,216.150,233.593
199,65.526,117.788
200,167.226,195.413
201,23.075,53.321
202,156.000,218.534
203,-14.943,15.258
204,88.727,132.859
205,209.311,221.347
206,49.407,73.838
207,159.000,174.634
208,-23.753,2.485
209,9.667,271.287
210,181.081,193.297
211,18.029,43.480
212,112.000,156.043
213,172.966,221.261
214,15.573,79.200
215,102.172,113.586
216,155.429,253.979
217,15.000,38.011
218,50.281,138.545
219,167.000,187.898
220,223.484,245.278
221,50.937,66.463
222,105.449,136.590
223,147.956,203.190
224,0.000,21.787
225,56.173,65.829
226,124.000,147.540
227,105.424,209.947
228,240.000,247.699
229,-12.200,144.772
230,86.553,117.888
231,137.776,195.301
232,146.824,205.679
233,227.673,324.333
234,20.358,36.393
235,71.000,116.511
236,106.931,130.963
237,151.000,159.463
238,153.867,192.531
239,223.000,290.702
240,-7.758,14.066
241,23.082,35.830
242,32.894,73.474
243,81.226,93.244
244,42.182,113.533
245,113.918,139.197
246,145.421,165.481
247,157.933,210.257
248,176.941,240.661
249,202.661,225.101
250,186.609,227.314
251,221.965,275.138
252,221.613,260.757
253,241.980,290.472
254,248.988,266.713
255,148.923,511.000
256,0.000,362.077
257,240.287,258.012
258,208.528,257.020
259,226.243,265.387
260,195.862,249.035
261,223.686,264.391
262,201.899,224.339
263,158.339,222.059
264,156.743,209.067
265,165.519,185.579
266,151.803,177.082
267,133.467,204.818
268,105.756,117.774
269,73.526,114.106
270,55.170,67.918
271,16.934,38.758
272,-12.673,8.258
273,223.000,230.585
274,169.037,193.069
275,151.000,175.675
276,103.607,119.642
277,71.000,106.310
