0,0.5061
1,-0.3202
2,-0.1847
3,0.0187
4,0.1536
5,0.2881
6,0.4906
7,-0.3584
8,-0.2248
9,-0.0233
10,0.1305
11,0.2839
12,0.4162
13,-0.3665
14,-0.2348
15,-0.1035
16,0.0958
17,0.2265
18,0.4252
19,-0.4276
20,-0.2979
21,-0.1002
22,0.0022
23,0.1993
24,0.3277
25,0.5242
26,-0.3309
27,-0.2034
28,-0.0079
29,0.1189
30,0.2455
31,0.4400
32,-0.4304
33,-0.2499
34,-0.1246
35,0.0686
36,0.1932
37,0.3176
38,0.5098
39,-0.3494
40,-0.2261
41,-0.0347
42,0.0880
43,0.2786
44,0.3740
45,-0.4872
46,-0.2975
47,-0.1764
48,0.0127
49,0.1332
50,0.3216
51,0.4415
52,-0.4219
53,-0.3028
54,-0.1290
55,0.0445
56,0.1628
57,0.2807
58,0.4666
59,-0.3991
60,-0.2821
61,-0.0972
62,0.0191
63,0.2034
64,0.3191
65,0.4552
66,-0.3919
67,-0.2772
68,-0.0945
69,0.0196
70,0.2016
71,0.3151
72,0.4282
73,-0.3736
74,-0.2612
75,-0.1490
76,0.0178
77,0.1842
78,0.2954
79,0.4063
80,-0.3978
81,-0.2875
82,-0.1776
83,0.0003
84,0.1095
85,0.2868
86,0.3954
87,-0.4584
88,-0.3296
89,-0.2219
90,-0.0463
91,0.0608
92,0.2358
93,0.3422
94,0.4483
95,-0.3606
96,-0.2551
97,-0.1292
98,-0.0036
99,0.1691
100,0.2733
101,0.3771
102,-0.4340
103,-0.3308
104,-0.2279
105,-0.0570
106,0.0452
107,0.2155
108,0.3171
109,0.4391
110,-0.4220
111,-0.3214
112,-0.1528
113,-0.0528
114,0.1152
115,0.2146
116,0.3136
117,0.4807
118,-0.4038
119,-0.2850
120,-0.1664
121,-0.0007
122,0.0965
123,0.1933
124,0.3580
125,0.4542
126,-0.4329
127,-0.2690
128,-0.1738
129,-0.0106
130,0.0706
131,0.2198
132,0.3137
133,0.4756
134,-0.4140
135,-0.3211
136,-0.1601
137,-0.0678
138,0.0242
139,0.1842
140,0.2756
141,0.4350
142,-0.4840
143,-0.3252
144,-0.2351
145,-0.1454
146,0.0124
147,0.1015
148,0.2586
149,0.3471
150,0.4353
151,-0.3915
152,-0.3173
153,-0.1751
154,-0.0882
155,0.0666
156,0.1529
157,0.2388
158,0.3928
159,-0.5049
160,-0.4199
161,-0.2669
162,-0.1826
163,-0.0436
164,0.0267
165,0.1784
166,0.2614
167,0.4125
168,-0.4880
169,-0.4059
170,-0.2558
171,-0.1744
172,-0.0932
173,0.0559
174,0.1572
175,0.2581
176,0.3380
177,0.4859
178,-0.4178
179,-0.3389
180,-0.1921
181,-0.1138
182,0.0325
183,0.1101
184,0.1874
185,0.3193
186,0.4509
187,-0.4557
188,-0.3796
189,-0.2356
190,-0.1603
191,-0.0852
192,0.0579
193,0.1323
194,0.2747
195,0.3485
196,0.4427
197,-0.4462
198,-0.3734
199,-0.2326
200,-0.1604
201,-0.0202
202,0.0513
203,0.1225
204,0.2618
205,0.3323
206,0.4709
207,-0.4688
208,-0.3309
209,-0.2615
210,-0.1926
211,-0.0556
212,0.0128
213,0.1491
214,0.2168
215,0.2842
216,0.4196
217,-0.4966
218,-0.4094
219,-0.3225
220,-0.1884
221,-0.1229
222,-0.0577
223,0.0754
224,0.1399
225,0.2724
226,0.3363
227,0.3999
228,-0.4515
229,-0.4153
230,-0.2844
231,-0.2222
232,-0.0919
233,-0.0303
234,0.0311
235,0.1604
236,0.2210
237,0.3497
238,0.4097
239,-0.4927
240,-0.4125
241,-0.3534
242,-0.2264
243,-0.1679
244,-0.0415
245,0.0163
246,0.0738
247,0.1993
248,0.2561
249,0.3809
250,0.4238
251,-0.4483
252,-0.3928
253,-0.3375
254,-0.2143
255,-0.1597
256,-0.0371
257,0.0169
258,0.0705
259,0.1921
260,0.2451
261,0.3528
262,0.3918
263,-0.4708
264,-0.4191
265,-0.3677
266,-0.2483
267,-0.1975
268,-0.0788
269,-0.0286
270,0.0212
271,0.1390
272,0.2089
273,0.2785
274,0.3271
275,0.4436
276,-0.4914
277,-0.4439
278,-0.3283
279,-0.2814
280,-0.1665
281,-0.1202
282,-0.0742
283,0.0264
284,0.1266
285,0.1717
286,0.2164
287,0.3290
288,0.3731
289,-0.5661
290,-0.4544
291,-0.4113
292,-0.3002
293,-0.2578
294,-0.1948
295,-0.1322
296,-0.0224
297,0.0187
298,0.0596
299,0.1684
300,0.2087
301,0.3168
302,0.3564
303,0.3957
304,-0.4800
305,-0.4681
306,-0.3615
307,-0.3235
308,-0.2176
309,-0.1802
310,-0.1432
311,-0.0382
312,-0.0018
313,0.1025
314,0.1383
315,0.1945
316,0.2504
317,0.3535
318,0.3879
319,-0.5609
320,-0.4587
321,-0.4252
322,-0.3921
323,-0.2909
324,-0.2583
325,-0.1578
326,-0.1393
327,-0.0528
328,-0.0215
329,0.0778
330,0.1084
331,0.2070
332,0.2370
333,0.2666
334,0.3643
335,0.3933
336,-0.5609
337,-0.4642
338,-0.4154
339,-0.3668
340,-0.3394
341,-0.2440
342,-0.2172
343,-0.1224
344,-0.0963
345,-0.0704
346,0.0234
347,0.0486
348,0.1417
349,0.1396
350,0.2321
351,0.2560
352,0.3479
353,0.3712
354,0.3941
355,-0.4979
356,-0.4756
357,-0.4536
358,-0.3636
359,-0.3215
360,-0.2796
361,-0.2589
362,-0.1702
363,-0.1501
364,-0.0621
365,-0.0427
366,-0.0235
367,0.0636
368,0.0820
369,0.1685
370,0.1730
371,0.2454
372,0.2626
373,0.3478
374,0.3644
375,0.3806
376,-0.5181
377,-0.5025
378,-0.4872
379,-0.4040
380,-0.3893
381,-0.3201
382,-0.3194
383,-0.2375
384,-0.2241
385,-0.1428
386,-0.1300
387,-0.1176
388,-0.0373
389,-0.0255
390,0.0543
391,0.0654
392,0.0970
393,0.1282
394,0.2067
395,0.2165
396,0.2944
397,0.3036
398,0.3125
399,0.3893
400,0.3976
401,0.4738
402,-0.5015
403,-0.5210
404,-0.4457
405,-0.4391
406,-0.3644
407,-0.3584
408,-0.2844
409,-0.2791
410,-0.2740
411,-0.2010
412,-0.1966
413,-0.1242
414,-0.1471
415,-0.0754
416,-0.0723
417,-0.0012
418,0.0013
419,0.0035
420,0.0737
421,0.0752
422,0.1447
423,0.1456
424,0.1670
425,0.1880
426,0.2562
427,0.2558
428,0.2551
429,0.3224
430,0.3211
431,0.3877
432,0.3857
433,0.3834
434,-0.5338
435,-0.5502
436,-0.4985
437,-0.5021
438,-0.4377
439,-0.4419
440,-0.4464
441,-0.3830
442,-0.3882
443,-0.3254
444,-0.3312
445,-0.3373
446,-0.2889
447,-0.2407
448,-0.2478
449,-0.2552
450,-0.1947
451,-0.2027
452,-0.1428
453,-0.1515
454,-0.0922
455,-0.1016
456,-0.1112
457,-0.0663
458,-0.0216
459,-0.0323
460,-0.0432
461,0.0138
462,0.0023
463,0.0587
464,0.0465
465,0.0339
466,0.0894
467,0.0762
468,0.1176
469,0.0904
470,0.1446
471,0.1302
472,0.1837
473,0.1686
474,0.1532
475,0.2057
476,0.1897
477,0.2416
478,0.2249
479,0.2287
480,0.2322
481,0.2828
482,0.2648
483,0.2465
484,0.2962
485,0.2773
486,0.3264
487,0.3068
488,0.2869
489,0.3350
490,0.3352
491,0.3352
492,0.3823
493,0.3608
494,0.3390
495,0.3852
496,0.3627
497,0.4083
498,0.3852
499,0.3618
500,0.4063
501,0.4031
502,0.3995
503,0.3748
504,0.4181
505,0.3928
506,0.4354
507,0.4095
508,0.3832
509,0.4249
510,0.3980
511,0.4390
512,0.3847
513,0.4251
514,0.3969
515,0.4367
516,0.4079
517,0.3787
518,0.4175
519,0.3877
520,0.4259
521,0.3955
522,0.3855
523,0.3752
524,0.4121
525,0.3804
526,0.3484
527,0.3843
528,0.3516
529,0.3869
530,0.3536
531,0.3200
532,0.3543
533,0.3408
534,0.3270
535,0.3604
536,0.3251
537,0.2896
538,0.3220
539,0.2858
540,0.3176
541,0.2808
542,0.2436
543,0.2744
544,0.2574
545,0.2401
546,0.2017
547,0.2312
548,0.1921
549,0.2211
550,0.1813
551,0.1413
552,0.1693
553,0.1286
554,0.1559
555,0.1012
556,0.1145
557,0.0726
558,0.0986
559,0.0560
560,0.0131
561,0.0382
562,-0.0054
563,0.0191
564,-0.0251
565,-0.0696
566,-0.0595
567,-0.0498
568,-0.0952
569,-0.1410
570,-0.1188
571,-0.1652
572,-0.1437
573,-0.1907
574,-0.1698
575,-0.2175
576,-0.2656
577,-0.2590
578,-0.2527
579,-0.3017
580,-0.3510
581,-0.3323
582,-0.3823
583,-0.3642
584,-0.4148
585,-0.4657
586,-0.4486
587,-0.5002
588,-0.4971
589,-0.5626
590,-0.5468
591,0.3833
592,0.3984
593,0.3450
594,0.3595
595,0.3054
596,0.2510
597,0.2645
598,0.2095
599,0.2090
600,0.2082
601,0.1522
602,0.0959
603,0.1075
604,0.0506
605,0.0616
606,0.0039
607,-0.0540
608,-0.0439
609,-0.1025
610,-0.1065
611,-0.1791
612,-0.1703
613,-0.2302
614,-0.2220
615,-0.2825
616,-0.3433
617,-0.3362
618,-0.3976
619,-0.3911
620,-0.4532
621,-0.4948
622,-0.5368
623,0.4514
624,0.3880
625,0.3926
626,0.3286
627,0.2643
628,0.2680
629,0.2030
630,0.2060
631,0.1612
632,0.1160
633,0.0498
634,0.0515
635,-0.0154
636,-0.0143
637,-0.0818
638,-0.1497
639,-0.1495
640,-0.2180
641,-0.2185
642,-0.3010
643,-0.3155
644,-0.3853
645,-0.3871
646,-0.4575
647,-0.5282
648,-0.5310
649,0.3806
650,0.3772
651,0.3052
652,0.3012
653,0.2152
654,0.1971
655,0.1239
656,0.1186
657,0.0446
658,0.0387
659,-0.0359
660,-0.1107
661,-0.1176
662,-0.1932
663,-0.2007
664,-0.2902
665,-0.3118
666,-0.3886
667,-0.3974
668,-0.4748
669,-0.5526
670,0.4205
671,0.3421
672,0.3317
673,0.2527
674,0.2416
675,0.1486
676,0.1235
677,0.0432
678,0.0309
679,-0.0501
680,-0.1314
681,-0.1447
682,-0.2266
683,-0.2405
684,-0.3231
685,-0.4059
686,-0.4342
687,-0.4628
688,-0.5466
689,0.4205
690,0.3360
691,0.3195
692,0.2344
693,0.1490
694,0.1315
695,0.0454
696,0.0273
697,-0.0861
698,-0.1048
699,-0.1922
700,-0.2116
701,-0.2996
702,-0.3879
703,-0.4082
704,-0.4971
705,-0.5181
706,0.3752
707,0.3536
708,0.2842
709,0.2144
710,0.1235
711,0.1007
712,0.0091
713,-0.0144
714,-0.1065
715,-0.1990
716,-0.2235
717,-0.3166
718,-0.3417
719,-0.4622
720,-0.4880
721,0.4006
722,0.3742
723,0.2792
724,0.2521
725,0.1565
726,0.0605
727,0.0325
728,-0.0642
729,-0.0928
730,-0.2168
731,-0.2461
732,-0.3440
733,-0.3739
734,-0.4724
735,-0.5030
736,0.3807
737,0.3495
738,0.2497
739,0.1496
740,0.1174
741,0.0374
742,-0.0429
743,-0.1443
744,-0.1777
745,-0.2798
746,-0.3139
747,-0.4166
748,-0.5196
749,0.4283
750,0.3246
751,0.2756
752,0.2262
753,0.1216
754,0.0850
755,-0.0203
756,-0.1258
757,-0.1634
758,-0.2697
759,-0.3079
760,-0.4147
761,-0.5219
762,0.4085
763,0.3556
764,0.2474
765,0.2073
766,0.0985
767,-0.0106
768,-0.0517
769,-0.1614
770,-0.2032
771,-0.3135
772,-0.4242
773,-0.4803
774,0.4462
775,0.3346
776,0.2909
777,0.1786
778,0.1343
779,0.0214
780,-0.0919
781,-0.1371
782,-0.2510
783,-0.2969
784,-0.4248
785,-0.4847
786,0.3830
787,0.3358
788,0.2200
789,0.1722
790,0.0558
791,-0.0610
792,-0.1098
793,-0.2272
794,-0.2766
795,-0.4214
796,-0.4715
797,0.4611
798,0.3421
799,0.2228
800,0.1714
801,0.0514
802,-0.0005
803,-0.1211
804,-0.2421
805,-0.2950
806,-0.3958
807,-0.4969
808,0.4321
809,0.3096
810,0.1868
811,0.1319
812,0.0085
813,-0.0470
814,-0.1712
815,-0.2956
816,-0.3521
817,-0.4564
818,0.4220
819,0.3645
820,0.2385
821,0.1804
822,0.0538
823,-0.0732
824,-0.1322
825,-0.2599
826,-0.3195
827,-0.4478
828,0.4481
829,0.3192
830,0.2582
831,0.1287
832,0.0671
833,-0.0631
834,-0.1936
835,-0.2561
836,-0.3873
837,-0.4505
838,0.4215
839,0.3101
840,0.2460
841,0.1133
842,-0.0198
843,-0.0849
844,-0.2186
845,-0.2844
846,-0.4187
847,0.4979
848,0.3629
849,0.2483
850,0.1335
851,0.0658
852,-0.0704
853,-0.2070
854,-0.2756
855,-0.4128
856,-0.4821
857,0.3630
858,0.2931
859,0.1546
860,0.0840
861,-0.0818
862,-0.1530
863,-0.2928
864,-0.3646
865,-0.5050
866,0.4055
867,0.2644
868,0.1230
869,0.0496
870,-0.0924
871,-0.1798
872,-0.3358
873,-0.4105
874,0.4974
875,0.3538
876,0.2098
877,0.1339
878,-0.0107
879,-0.0873
880,-0.2325
881,-0.3781
882,-0.4690
883,0.4227
884,0.2762
885,0.1977
886,0.0505
887,-0.0969
888,-0.1764
889,-0.3245
890,-0.4046
891,0.4296
892,0.3488
893,0.2202
894,0.0913
895,-0.0587
896,-0.1407
897,-0.2914
898,-0.3741
899,0.4575
900,0.3742
901,0.2223
902,0.0700
903,-0.0142
904,-0.1463
905,-0.2788
906,-0.4323
907,0.4651
908,0.3792
909,0.2247
910,0.0699
911,-0.0169
912,-0.1724
913,-0.2599
914,-0.4160
915,0.4655
916,0.2954
917,0.2067
918,0.0493
919,-0.0401
920,-0.1981
921,-0.3564
922,-0.4468
923,0.3772
924,0.2862
925,0.1473
926,0.0082
927,-0.0837
928,-0.2443
929,-0.4052
930,0.4848
931,0.3233
932,0.2298
933,0.0676
934,-0.0266
935,-0.1894
936,-0.3317
937,-0.4744
938,0.4131
939,0.2490
940,0.1529
941,-0.0119
942,-0.1769
943,-0.2740
944,-0.4396
945,0.4456
946,0.2793
947,0.1809
948,0.0347
949,-0.1118
